chr_snp	Chromosome	SNP	Env	BF	empirical_p	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V48	V49	V50	V51	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V77	V78	V79	V80	V81	V82	V83	V84	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V102	V103	V104	V105	V106	V107	V108	V109	V110
CE10_chr3_49347246	CE10_chr3	49347246	6	33.74175918	6.955899135796528e-6	13	3	4	0	12	0	10	0	8	6	14	4	16	0	8	0	14	0	18	0	18	0	18	0	22	0	18	0	16	0	8	0	17	1	0	0	8	0	4	0	8	2	4	2	10	0	8	10	10	8	7	1	3	1	2	0	5	3	4	0	2	0	13	1	18	0	20	0	16	0	16	0	20	0	4	0	18	0	7	3	6	0	20	0	7	3	4	0	6	2	16	0	10	0	14	0	20	0	6	0	2	0	4	0	6	0	2	0	15	1
CE10_chr4_42166046	CE10_chr4	42166046	6	30.75445412	1.3911798271482034e-5	4	2	2	0	11	3	8	2	14	0	19	1	14	0	8	0	17	1	7	9	8	10	1	5	0	8	0	6	1	9	0	4	4	4	2	0	2	0	1	1	5	5	5	3	2	0	14	4	16	4	7	1	1	3	2	0	5	3	2	2	2	0	4	10	20	0	18	0	16	0	18	0	20	0	4	0	14	2	9	1	4	4	16	2	1	9	4	0	1	7	13	3	5	5	11	1	9	9	0	6	0	2	2	2	3	3	1	1	10	6
CE10_chr4_47954880	CE10_chr4	47954880	6	33.0462691	8.810805571912717e-6	18	0	10	0	12	2	10	0	14	0	13	5	2	12	8	0	18	0	18	0	16	0	18	0	22	0	20	0	18	0	14	0	16	0	10	0	8	0	4	0	10	0	8	0	12	0	20	0	20	0	6	0	2	0	2	0	6	0	4	0	2	0	14	0	15	5	17	3	16	0	13	5	20	0	2	0	13	5	8	2	6	0	16	4	10	0	4	0	8	0	15	1	10	0	14	0	20	0	6	0	2	0	4	0	6	0	2	0	18	0
CE10_chr5_241456	CE10_chr5	241456	6	31.06045429	1.2984345053368429e-5	18	0	10	0	10	4	10	0	14	0	20	0	3	13	3	5	18	0	19	1	20	0	20	0	22	0	20	0	20	0	14	0	18	0	10	0	8	0	4	0	10	0	8	0	12	0	20	0	20	0	8	0	4	0	2	0	8	0	4	0	2	0	14	0	15	5	20	0	14	0	18	0	18	2	4	0	18	2	10	0	5	3	18	0	9	1	4	0	8	0	14	0	6	4	7	7	17	3	6	0	2	0	4	0	6	0	1	1	18	2
CE10_chr5_250186	CE10_chr5	250186	6	34.18280628	6.028445917682923e-6	12	0	8	0	8	6	9	1	13	1	20	0	2	14	8	0	18	0	20	0	20	0	17	3	22	0	20	0	13	1	10	0	14	0	10	0	4	0	2	0	10	0	8	0	10	0	20	0	18	2	5	3	4	0	2	0	8	0	4	0	2	0	11	1	14	6	17	3	11	5	18	0	19	1	4	0	15	5	8	0	3	5	20	0	10	0	4	0	8	0	15	1	10	0	12	2	20	0	4	0	2	0	4	0	6	0	1	1	19	1
CE10_chr5_1917803	CE10_chr5	1917803	6	31.25325222	1.2520618444367138e-5	18	0	10	0	12	2	6	4	11	3	18	2	10	6	6	2	18	0	17	3	17	3	20	0	22	0	20	0	18	0	14	0	18	0	9	1	8	0	4	0	10	0	8	0	11	1	18	2	20	0	5	3	4	0	2	0	6	2	2	2	2	0	10	2	16	2	15	5	15	1	7	11	1	15	2	2	8	10	7	3	7	1	20	0	10	0	4	0	8	0	16	0	10	0	12	0	20	0	6	0	2	0	4	0	6	0	2	0	19	1
CE10_chr5_45278684	CE10_chr5	45278684	6	32.54398089	9.738258790026322e-6	16	2	10	0	12	2	3	7	7	7	19	1	7	9	7	1	8	10	9	9	18	2	20	0	22	0	18	0	20	0	14	0	18	0	10	0	7	1	4	0	6	4	8	0	8	4	17	3	15	5	7	1	4	0	2	0	6	2	4	0	2	0	14	0	8	12	15	5	16	0	11	5	18	2	4	0	12	6	10	0	8	0	20	0	10	0	3	1	7	1	15	1	10	0	11	3	16	4	6	0	2	0	4	0	6	0	2	0	17	1
CE10_chr5_49090499	CE10_chr5	49090499	6	41.25967257	1.3911798271148967e-6	3	11	4	2	12	0	8	2	9	3	20	0	0	16	7	1	13	3	9	11	7	13	0	8	0	10	0	10	0	16	0	6	0	10	0	0	4	2	0	0	6	4	8	0	12	0	20	0	12	2	6	2	2	2	1	1	8	0	2	0	2	0	14	0	16	4	19	1	2	14	17	1	13	3	4	0	12	2	6	4	6	0	7	9	10	0	0	2	4	4	14	2	9	1	11	3	18	2	6	0	0	0	3	1	5	1	1	1	15	3
CE10_chr6_2555423	CE10_chr6	2555423	6	30.36924615	1.483925148959564e-5	4	14	0	10	12	2	10	0	13	1	17	3	14	2	8	0	18	0	17	3	16	4	0	20	0	22	0	16	1	19	0	14	0	18	0	10	0	8	0	4	8	2	5	3	4	8	15	1	17	3	7	1	0	2	2	0	5	3	2	2	0	2	14	0	19	1	12	8	16	0	17	1	20	0	3	1	16	4	9	1	4	4	20	0	7	3	4	0	7	1	11	5	9	1	14	0	19	1	4	2	2	0	2	2	6	0	2	0	9	11
CE10_chr6_6859794	CE10_chr6	6859794	6	36.40779468	4.1735394814557125e-6	12	0	5	1	14	0	6	0	14	0	8	0	16	0	8	0	18	0	20	0	16	0	20	0	12	0	15	1	13	1	10	0	18	0	9	1	7	1	4	0	6	0	8	0	8	0	20	0	14	0	8	0	2	0	2	0	4	0	2	0	2	0	8	0	14	0	18	0	14	0	18	0	12	0	2	0	16	0	4	0	4	0	20	0	2	0	4	0	4	0	12	0	10	0	8	0	10	0	4	0	2	0	4	0	6	0	2	0	20	0
CE10_chr6_14969622	CE10_chr6	14969622	6	32.22717582	1.0201985399138636e-5	2	14	0	4	2	6	0	8	0	14	0	16	0	14	0	8	1	15	0	18	0	20	0	14	0	18	0	18	0	18	0	12	0	6	0	2	0	4	0	2	2	0	4	2	0	8	8	8	5	13	0	6	0	4	0	2	3	5	2	2	0	2	8	0	3	13	4	6	1	15	5	9	1	15	1	1	0	12	0	10	2	4	0	8	7	3	0	2	1	3	2	14	0	8	0	12	2	18	0	6	0	2	0	4	0	4	1	1	0	20
CE10_chr6_27542995	CE10_chr6	27542995	6	31.75845674	1.1593165226253532e-5	18	0	8	0	14	0	7	3	14	0	20	0	16	0	4	2	6	12	3	17	9	11	20	0	22	0	20	0	20	0	12	0	18	0	10	0	8	0	4	0	10	0	8	0	12	0	20	0	20	0	7	1	4	0	1	1	8	0	4	0	2	0	14	0	20	0	20	0	16	0	18	0	20	0	4	0	17	1	10	0	8	0	20	0	10	0	3	1	6	2	7	9	6	4	4	8	8	12	3	3	0	2	2	2	5	1	2	0	14	6
CE10_chr6_42369261	CE10_chr6	42369261	6	42.33908733	9.274532181136053e-7	14	2	4	0	8	0	6	0	12	0	13	1	12	0	2	0	6	0	8	0	18	0	1	1	22	0	12	0	18	0	9	1	8	0	9	1	8	0	2	0	6	0	2	0	5	1	4	0	6	0	8	0	2	0	2	0	0	0	2	0	2	0	1	1	6	0	2	0	8	0	10	0	14	0	0	0	8	0	4	0	0	0	4	0	4	0	0	0	2	0	4	0	6	0	6	0	8	0	6	0	2	0	4	0	4	0	2	0	12	0
CE10_chr6_47740036	CE10_chr6	47740036	6	30.68858848	1.4375524880594348e-5	18	0	10	0	11	3	10	0	13	1	13	1	16	0	8	0	7	9	19	1	14	6	20	0	20	2	20	0	20	0	13	1	16	2	10	0	8	0	4	0	10	0	8	0	12	0	18	2	19	1	5	3	4	0	1	1	7	1	4	0	2	0	12	2	13	5	4	12	8	6	7	7	6	10	2	2	14	4	8	0	6	0	18	0	10	0	4	0	7	1	16	0	10	0	5	9	15	5	6	0	2	0	4	0	6	0	1	1	18	2
CE10_chr6_55755708	CE10_chr6	55755708	6	33.60116564	7.41962574479782e-6	2	0	0	0	12	0	4	0	8	0	16	0	6	0	4	0	12	0	4	0	0	0	0	0	4	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	2	0	6	0	8	0	8	0	10	0	2	0	2	0	0	0	2	0	2	0	2	0	12	0	14	0	10	0	12	0	8	0	12	0	0	0	10	0	4	0	2	0	0	0	4	0	4	0	6	0	6	0	4	0	4	0	6	0	6	0	0	0	0	0	0	0	0	0	10	0
CE10_chr6_56255353	CE10_chr6	56255353	6	34.11160266	6.4921725266842145e-6	18	0	10	0	14	0	10	0	12	0	20	0	6	10	6	2	13	5	16	4	6	14	20	0	22	0	20	0	20	0	14	0	18	0	10	0	8	0	4	0	10	0	7	1	12	0	20	0	19	1	8	0	2	2	1	1	8	0	3	1	2	0	14	0	19	1	17	3	12	4	13	5	17	3	2	2	14	4	8	2	8	0	20	0	10	0	4	0	8	0	15	1	7	1	11	1	10	10	6	0	1	1	3	1	2	4	1	1	12	8
CE10_chr6_56505767	CE10_chr6	56505767	6	30.24917447	1.5302978098707953e-5	13	5	3	7	13	1	7	3	12	2	7	13	14	2	7	1	17	1	12	6	17	3	4	16	13	9	14	4	18	2	6	6	2	16	5	5	2	6	3	1	7	1	4	4	6	6	20	0	13	7	8	0	2	2	0	2	4	4	2	2	1	1	6	6	20	0	15	3	9	7	18	0	17	3	2	2	19	1	6	4	7	1	7	11	5	5	2	2	4	4	9	7	3	7	8	4	11	9	5	1	2	0	0	0	4	2	2	0	18	2
CE10_chr6_56507576	CE10_chr6	56507576	6	51.97226557	0	12	2	2	6	13	1	7	3	11	3	6	14	13	3	6	2	17	1	11	7	15	3	6	14	13	9	13	7	17	1	6	8	2	16	6	4	1	5	2	0	8	2	4	4	7	5	20	0	12	8	8	0	2	2	0	2	6	2	2	2	1	1	11	3	20	0	12	4	9	5	15	3	15	1	3	1	19	1	7	3	7	1	6	14	5	5	2	2	4	4	7	9	3	7	5	9	13	7	5	1	0	0	0	2	5	1	2	0	14	2
CE10_chr6_56508903	CE10_chr6	56508903	6	35.49548592	4.637266090457004e-6	14	4	1	7	13	1	7	1	11	1	6	10	15	1	6	2	17	1	13	7	17	3	6	14	14	6	14	6	19	1	6	8	4	14	5	5	2	6	3	1	7	1	4	4	6	6	20	0	12	8	8	0	2	2	0	2	7	1	2	2	1	1	9	5	20	0	16	4	9	7	16	0	15	3	3	1	19	1	4	4	7	1	4	12	6	4	2	2	5	3	10	6	3	5	7	7	11	9	3	3	2	0	1	3	5	1	2	0	16	4
CE10_chr7_1257809	CE10_chr7	1257809	6	35.26228241	5.100992699569318e-6	10	4	6	0	9	5	8	0	6	4	10	6	14	0	6	0	17	1	20	0	18	0	18	0	8	4	18	2	10	8	7	3	14	4	0	6	0	4	2	0	4	6	2	6	4	4	2	10	2	18	6	0	4	0	2	0	1	7	4	0	0	2	12	0	12	6	12	8	14	0	15	3	20	0	4	0	20	0	8	2	8	0	20	0	10	0	4	0	8	0	16	0	10	0	12	2	20	0	6	0	2	0	4	0	6	0	2	0	20	0
CE10_chr7_8479607	CE10_chr7	8479607	6	34.20161574	5.564719308570609e-6	16	2	6	4	12	2	10	0	13	1	17	3	9	7	2	6	12	6	16	4	17	3	0	20	20	2	15	5	12	6	9	5	1	17	4	4	0	8	1	3	9	1	8	0	2	10	20	0	20	0	8	0	4	0	2	0	8	0	0	0	2	0	12	0	17	3	13	7	12	4	15	3	7	11	0	2	14	6	7	3	3	5	15	5	9	1	4	0	8	0	12	4	2	8	5	7	15	5	6	0	2	0	4	0	4	2	2	0	17	3
CE10_chr7_18915739	CE10_chr7	18915739	6	36.7004502	3.2460862633421073e-6	12	6	8	2	14	0	10	0	14	0	20	0	16	0	8	0	18	0	18	0	18	2	20	0	2	20	11	9	7	13	9	3	18	0	10	0	8	0	4	0	10	0	8	0	12	0	20	0	20	0	8	0	4	0	2	0	8	0	4	0	2	0	14	0	20	0	20	0	16	0	16	0	20	0	4	0	20	0	10	0	8	0	20	0	10	0	4	0	8	0	16	0	10	0	14	0	20	0	6	0	2	0	4	0	6	0	2	0	20	0
CE10_chr7_40111316	CE10_chr7	40111316	6	39.39687098	1.8549064362272105e-6	15	1	10	0	12	2	10	0	10	2	20	0	16	0	8	0	18	0	20	0	14	4	20	0	22	0	20	0	20	0	14	0	18	0	10	0	8	0	3	1	10	0	3	5	6	6	18	2	18	2	8	0	4	0	2	0	4	4	3	1	2	0	8	4	20	0	20	0	16	0	16	0	20	0	4	0	20	0	10	0	8	0	20	0	10	0	4	0	7	1	16	0	9	1	14	0	20	0	6	0	2	0	4	0	6	0	2	0	18	2
CE10_chr8_48119514	CE10_chr8	48119514	6	31.91504537	1.112943861725224e-5	18	0	10	0	12	0	6	0	14	0	12	0	10	0	2	0	6	0	2	0	6	0	20	0	22	0	18	0	20	0	12	0	18	0	10	0	6	0	4	0	4	0	6	0	8	0	20	0	18	0	8	0	0	0	1	1	8	0	4	0	2	0	4	0	6	0	12	0	14	0	4	0	18	0	4	0	16	0	8	0	2	0	20	0	2	0	4	0	4	0	4	0	0	0	7	1	2	0	4	0	0	0	0	0	0	0	0	0	8	0
CE10_chr8_50024726	CE10_chr8	50024726	6	44.1331522	4.637266090012915e-7	9	9	6	4	11	3	5	5	9	5	10	10	16	0	4	4	1	17	2	16	6	12	20	0	13	9	16	4	18	2	11	3	12	6	7	3	4	4	2	2	8	2	0	8	12	0	9	9	19	1	7	1	1	3	0	2	4	4	0	4	1	1	8	6	16	2	11	5	5	9	11	5	16	4	2	2	15	5	8	2	8	0	20	0	10	0	3	1	2	6	7	9	1	9	0	14	10	10	1	5	0	0	0	4	0	6	1	1	8	12
CE10_chr8_50465978	CE10_chr8	50465978	6	33.40245445	7.883352353799111e-6	14	4	10	0	8	6	5	3	8	6	18	2	5	11	8	0	16	0	20	0	19	1	19	1	22	0	19	1	17	3	12	0	17	1	10	0	4	4	4	0	6	2	4	4	12	0	16	4	12	8	5	3	4	0	2	0	8	0	4	0	2	0	14	0	20	0	12	6	10	4	15	1	17	1	4	0	12	8	10	0	8	0	20	0	10	0	4	0	8	0	16	0	10	0	14	0	20	0	6	0	2	0	4	0	6	0	2	0	19	1
CE10_chr1_9110324	CE10_chr1	9110324	6	20.9439687	1.4375524880561041e-4	12	4	8	0	4	8	2	6	2	10	14	6	8	4	3	5	9	7	6	14	16	4	3	3	18	0	14	0	12	0	8	0	10	4	6	0	5	1	4	0	6	2	8	0	11	1	19	1	11	9	1	7	4	0	2	0	5	1	2	2	2	0	12	0	15	5	20	0	7	9	12	4	6	12	4	0	6	14	6	2	3	5	20	0	9	1	2	2	3	3	11	3	8	2	2	10	2	14	3	3	0	2	4	0	6	0	2	0	14	6
CE10_chr1_9110498	CE10_chr1	9110498	6	11.04425761	0.0016230431316756055	12	4	8	2	4	10	5	3	4	10	14	6	11	5	3	5	9	9	4	16	17	1	4	2	16	0	14	0	12	0	8	0	10	6	6	2	6	0	4	0	6	4	8	0	11	1	20	0	11	9	2	6	4	0	2	0	7	1	2	2	2	0	13	1	11	5	20	0	5	11	10	6	3	13	4	0	8	12	7	1	1	3	19	1	10	0	2	2	3	5	11	3	8	2	3	11	2	18	2	2	0	2	4	0	6	0	2	0	15	5
CE10_chr1_9110537	CE10_chr1	9110537	6	21.89969979	1.1593165226253532e-4	8	6	2	2	3	11	3	5	4	10	15	5	11	5	3	5	9	9	5	15	16	2	0	16	5	5	8	2	6	6	6	6	9	7	0	2	4	2	4	0	5	5	8	0	11	1	19	1	14	6	2	6	4	0	2	0	6	2	2	2	2	0	13	1	15	3	20	0	6	10	12	6	7	13	4	0	6	12	5	3	2	4	20	0	10	0	2	2	3	5	12	2	7	3	2	12	2	18	3	3	0	2	4	0	6	0	2	0	15	5
CE10_chr1_9110952	CE10_chr1	9110952	6	10.66341082	0.0017751454594441274	17	1	6	2	13	1	10	0	12	0	15	5	9	7	8	0	18	0	19	1	18	2	20	0	16	6	17	3	19	1	10	2	10	6	8	0	4	0	2	2	10	0	7	1	11	1	18	2	16	4	8	0	2	2	2	0	4	2	2	2	2	0	11	1	18	0	20	0	11	3	18	0	20	0	2	2	17	1	7	3	8	0	14	4	10	0	4	0	6	2	15	1	9	1	14	0	20	0	6	0	2	0	4	0	6	0	2	0	20	0
CE10_chr1_9112048	CE10_chr1	9112048	6	18.17781359	2.870467710021085e-4	12	6	8	2	7	5	5	5	3	11	12	8	10	6	4	4	9	9	4	14	15	3	2	10	20	2	15	3	15	3	11	3	12	6	6	4	6	2	4	0	5	5	8	0	10	2	18	2	11	9	0	6	4	0	2	0	7	1	2	2	2	0	14	0	16	2	20	0	6	10	10	4	3	15	4	0	7	13	7	3	3	5	17	1	10	0	2	2	2	6	12	4	8	2	2	12	1	17	3	3	0	2	4	0	6	0	2	0	15	5
CE10_chr1_10283222	CE10_chr1	10283222	6	17.0355822	3.668077477586573e-4	9	7	6	0	14	0	5	3	8	4	7	11	14	2	8	0	18	0	18	2	20	0	16	0	18	2	18	2	8	6	14	0	16	2	5	1	8	0	2	2	0	6	2	6	2	6	2	12	6	6	6	0	4	0	2	0	6	0	2	2	2	0	12	2	12	2	20	0	10	0	11	1	18	0	2	2	18	0	5	1	8	0	17	3	7	1	4	0	6	2	14	2	8	2	7	7	20	0	4	0	0	0	4	0	6	0	2	0	17	1
CE10_chr1_10286522	CE10_chr1	10286522	6	10.45645138	0.0018748466803898411	11	7	9	1	14	0	6	4	10	4	7	13	14	2	8	0	18	0	15	5	20	0	20	0	20	2	16	2	11	9	14	0	16	2	9	1	8	0	4	0	4	6	3	5	6	6	12	8	18	2	8	0	4	0	2	0	8	0	2	2	2	0	14	0	20	0	18	0	16	0	17	1	20	0	2	2	20	0	6	2	8	0	17	3	10	0	4	0	5	3	16	0	8	2	6	8	20	0	5	1	1	1	3	1	6	0	1	1	17	1
CE10_chr1_10286597	CE10_chr1	10286597	6	10.73854416	0.0017440757766377102	18	0	9	1	13	1	6	4	13	1	10	10	16	0	8	0	18	0	15	5	20	0	20	0	22	0	20	0	20	0	14	0	16	2	9	1	8	0	4	0	5	5	3	5	7	5	13	7	18	2	8	0	4	0	2	0	8	0	2	2	2	0	12	0	19	1	20	0	16	0	18	0	20	0	2	2	20	0	8	2	8	0	18	2	10	0	4	0	6	2	16	0	7	1	7	7	18	0	6	0	2	0	3	1	6	0	2	0	19	1
CE10_chr1_10287740	CE10_chr1	10287740	6	13.48570395	8.820080104134931e-4	10	8	9	1	14	0	7	3	12	2	10	10	14	2	8	0	18	0	15	5	20	0	19	1	19	3	16	4	11	9	13	1	15	3	5	5	8	0	3	1	5	3	3	3	7	3	15	5	18	2	8	0	4	0	2	0	8	0	2	2	2	0	14	0	20	0	20	0	16	0	17	1	20	0	2	2	18	0	9	1	8	0	18	2	10	0	4	0	6	2	15	1	8	2	8	6	20	0	4	0	0	0	3	1	6	0	1	1	18	2
CE10_chr1_10288080	CE10_chr1	10288080	6	16.01786155	4.669726953134834e-4	11	7	7	3	14	0	6	4	11	3	10	10	12	2	8	0	18	0	14	4	20	0	18	2	18	2	18	2	14	6	12	2	15	3	5	5	8	0	2	2	4	4	3	5	6	6	13	7	18	2	8	0	4	0	2	0	8	0	2	2	2	0	14	0	18	0	20	0	16	0	18	0	20	0	2	2	20	0	8	2	8	0	14	2	10	0	4	0	6	2	13	1	9	1	7	7	20	0	6	0	0	2	3	1	6	0	2	0	18	2
CE10_chr1_10289763	CE10_chr1	10289763	6	12.20271272	0.001206616636748592	18	0	9	1	14	0	7	3	12	2	9	11	16	0	8	0	18	0	16	4	20	0	20	0	22	0	20	0	20	0	12	0	16	2	10	0	8	0	2	0	5	5	4	4	6	6	14	6	18	2	8	0	4	0	2	0	8	0	2	2	2	0	14	0	18	0	20	0	16	0	17	1	20	0	2	0	20	0	9	1	6	0	15	5	10	0	4	0	6	2	16	0	7	3	7	7	20	0	6	0	1	1	3	1	6	0	2	0	19	1
CE10_chr1_10289820	CE10_chr1	10289820	6	18.18133209	2.861193177839949e-4	18	0	9	1	13	1	6	4	13	1	17	3	16	0	8	0	18	0	15	3	20	0	20	0	22	0	20	0	20	0	14	0	16	2	10	0	8	0	4	0	4	4	4	2	8	4	13	7	18	2	8	0	4	0	2	0	8	0	2	2	2	0	14	0	18	0	20	0	16	0	17	1	20	0	4	0	20	0	8	2	8	0	20	0	10	0	4	0	6	2	16	0	8	0	8	6	20	0	6	0	0	0	3	1	6	0	2	0	19	1
CE10_chr2_53367101	CE10_chr2	53367101	6	10.71391542	0.0017547414886458501	0	16	0	6	10	4	8	2	7	7	9	9	14	2	8	0	12	4	19	1	15	5	0	8	0	22	0	20	0	12	0	8	2	6	0	8	3	5	0	4	7	3	4	4	5	7	10	10	17	3	4	4	4	0	2	0	8	0	2	2	1	1	5	9	18	2	19	1	13	3	6	6	19	1	2	2	10	6	5	3	8	0	6	14	9	1	4	0	6	2	14	2	10	0	14	0	20	0	6	0	2	0	4	0	6	0	1	1	17	1
CE10_chr2_53399688	CE10_chr2	53399688	6	12.5572426	0.0011018144231031979	0	16	1	9	9	3	10	0	6	6	10	10	14	2	8	0	12	6	18	2	16	4	0	20	0	22	0	20	0	20	0	14	2	14	0	10	3	5	0	4	8	2	4	4	5	7	11	9	16	4	4	4	4	0	2	0	8	0	2	2	1	1	4	8	18	2	16	2	16	0	9	9	18	2	2	2	10	10	5	5	8	0	5	13	9	1	4	0	5	3	12	2	10	0	14	0	20	0	6	0	2	0	4	0	6	0	1	1	19	1
